ordernumber;propertyValueName
100298;Caddy (14D), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Jetta 1(1979-1984)
100301;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
100307;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
100311;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100316;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100317;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100323;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100328;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994), Polo 1 (1975-1981), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100329;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100336;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100337;Golf 1 (1974-1983)
100339;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
100342;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100344;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100346;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100347;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100358;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100360;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
100371;Caddy (14D), Scirocco 2 (1981-1992), Golf 1 Cabrio (1979-1993)
100373;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
100378;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100382;Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100386;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100391;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100392;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100395;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100396;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100408;Caddy (14D)
100409;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100410;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100413;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100431;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), Polo 86C (1981-1994)
100437;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100438;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100439;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100440;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
100441;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100444;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100445;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100448;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100450;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100451;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100454;Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100457;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100460;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100461;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100465;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100466;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100468;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 1 (1975-1981)
100469;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 1 (1975-1981)
100470;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 1 (1975-1981)
100471;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 1 (1975-1981)
100472;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
100473;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
100474;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100475;Caddy (14D), Golf 1 Cabrio (1979-1993), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100481;Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100482;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100484;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100489;Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100490;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100520;Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100525;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100526;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100530;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Golf 2 (1983-1992)
100531;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100533;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), Polo 86C (1981-1994)
100585;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981), T3 Syncro (1984-1992)
100586;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
100578;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100550;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100607;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100574;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100539;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100614;Caddy (14D), Jetta 2 (1983-1992), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100553;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100569;Jetta 2 (1983-1992), Golf 2 (1983-1992)
100564;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
100570;Jetta 2 (1983-1992), Golf 2 (1983-1992)
100588;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100606;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100573;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100552;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994)
100579;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100558;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100610;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100562;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), Polo 86C (1981-1994), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100629;Jetta 2 (1983-1992), Golf 2 (1983-1992)
100648;Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100624;Golf 1 Cabrio (1979-1993)
100620;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100617;Passat 1 (1973-1980), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
100646;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
100645;Caddy (14D), Jetta 2 (1983-1992), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100633;Jetta 2 (1983-1992), Golf 2 (1983-1992)
100638;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100631;Golf 1 Cabrio (1979-1993)
100655;Caddy (14D), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100658;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100663;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100664;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100666;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100667;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), Polo 86C (1981-1994)
100671;Golf 1 Cabrio (1979-1993)
100678;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100681;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100688;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100691;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100697;Jetta 2 (1983-1992), Golf 2 (1983-1992)
100698;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100702;Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100708;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), T3 Syncro (1984-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100710;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100711;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), Polo 86C (1981-1994)
100712;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100715;Golf 1 (1974-1983), Jetta 1(1979-1984)
100717;Golf 1 (1974-1983), Jetta 1(1979-1984)
100719;Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100720;Golf 2 (1983-1992)
100725;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100728;Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100734;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100737;Caddy (14D), Golf 1 (1974-1983), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100738;Caddy (14D), Golf 1 (1974-1983), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100762;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100763;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100765;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100773;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100774;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100775;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100777;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100780;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100781;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100783;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100797;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100798;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100799;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100803;Golf 2 Syncro (1986-1991), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100817;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100821;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100830;Golf 1 Cabrio (1979-1993)
100831;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
100835;Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100836;Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100837;Caddy (14D), Golf 1 (1974-1983), Jetta 1(1979-1984)
100839;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100841;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100842;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992)
100846;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100848;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
100851;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100860;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100861;Jetta 2 (1983-1992), Golf 2 (1983-1992)
100869;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100875;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100877;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
100888;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100891;Scirocco 2 (1981-1992), Golf 1 Cabrio (1979-1993), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100897;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100901;Golf 1 Cabrio (1979-1993)
100908;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100913;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100915;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100923;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100927;T3 Bus (1979-1992), T3 Syncro (1984-1992)
100935;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100937;Golf 1 Cabrio (1979-1993)
100938;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100945;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100988;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992)
100992;Caddy (14D)
100993;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100995;Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101005;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101009;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101016;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101017;Jetta 2 (1983-1992), Golf 2 (1983-1992)
101022;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
101030;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
