Title;URL handle;Description;Vendor;Product category;Type;Tags;Published on online store;Status;SKU;Barcode;Option1 name;Option1 value;Option2 name;Option2 value;Option3 name;Option3 value;Price;Compare-at price;Cost per item;Charge tax;Tax code;Unit price total measure;Unit price total measure unit;Unit price base measure;Unit price base measure unit;Inventory tracker;Inventory quantity;Continue selling when out of stock;Weight value (grams);Weight unit for display;Requires shipping;Fulfillment service;Product image URL;Image position;Image alt text;Variant image URL;Gift card;SEO title;SEO description;Google Shopping / Google product category;Google Shopping / Gender;Google Shopping / Age group;Google Shopping / MPN;Google Shopping / AdWords Grouping;Google Shopping / AdWords labels;Google Shopping / Condition;Google Shopping / Custom product;Google Shopping / Custom label 0;Google Shopping / Custom label 1;Google Shopping / Custom label 2;Google Shopping / Custom label 3;Google Shopping / Custom label 4;HS Code
"Blechschild ""VW Parking only""";blechschild-vw-parking-only;Ob im Hobbyraum oder an der Garagenwand - mit diesem Blechschild setzen Sie das richtige Zeichen. Motivgeprägt und gewölbt auf besonders starkem Stahlblech, kommt es seinen historischen Vorbildern sehr nah. Abgerundete Ecken, vorgebohrte Löcher sowie umgeschlagene Kanten runden das hochwertige Blechschild ab. Ein Muss für jeden Sammler! Größe: 30 x 40 cm.;Volkswagen Classic Parts;;;;TRUE;active;102723;;;;;;;;21.95;0.0;10.74;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/f3/81/5b/102723_1V5P6sYcxwwbb4.jpg;1;;;FALSE;"Blechschild ""VW Parking only""";Ob im Hobbyraum oder an der Garagenwand - mit diesem Blechschild setzen Sie das richtige Zeichen. Motivgeprägt und gewölbt auf besonders starkem Stahlblech, kommt es seinen historischen Vorbil...;;;;66-ZCP902332;;;new;FALSE;;;;;;87089997
Einstellscheibe für das Ventilspiel 3,30 mm Stark ab 1,5l Hubraum OE Ref. 056109561;einstellscheibe-f-r-das-ventilspiel-3-30-mm-stark-ab-1-5l-hubraum-oe-ref-056109561;Angeboten wird eine neue Einstellscheibe für das Ventilspiel 3,30 mm Stark ab 1,5l Hubraum. Neuware in Top Zustand.;febi bilstein;;;;TRUE;active;101086;4027816082859;;;;;;;3.59;0.0;1.2;TRUE;;;;;;shopify;6;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/54/50/2d/101086_01_056109561.jpg;1;;;FALSE;Einstellscheibe für das Ventilspiel 3,30 mm Stark ab 1,5l Hubraum O...;Angeboten wird eine neue Einstellscheibe für das Ventilspiel 3,30 mm Stark ab 1,5l Hubraum. Neuware in Top Zustand.;;;;1111350606;;;new;FALSE;;;;;;87089997
Haltewinkel für Rechteck Scheinwerfer T3 OE Ref. 255853647;haltewinkel-f-r-rechteck-scheinwerfer-t3-oe-ref-255853647;;SSP;;;;TRUE;active;102842;;;;;;;;5.95;0.0;2.0;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ee/d5/15/102842_01_255853647_1NxzKHIIKpeqat.jpg;1;;;FALSE;Haltewinkel für Rechteck Scheinwerfer T3 OE Ref. 255853647;;;;;255-853-647;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch zw. Kühler und Wasserrohr Vorlauf T3 32mm Variante OE Ref. N90166601;k-hlwasserschlauch-zw-k-hler-und-wasserrohr-vorlauf-t3-32mm-variante-oe-ref-n90166601;Variante mit 32 mm Kühlwasserohr;Repro;;;;TRUE;active;102854;;;;;;;;20.95;0.0;9.06;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/7e/df/07/102854_01_N90166601Zu7DYEKjjxyxs.jpg|https://www.oldtimer-werk.de/media/image/90/80/92/Unbenannt-20.jpg|https://www.oldtimer-werk.de/media/image/c1/68/c8/Unbenannt-22.jpg|https://www.oldtimer-werk.de/media/image/ea/e7/02/Unbenannt-24.jpg;1;;;FALSE;Kühlwasserschlauch zw. Kühler und Wasserrohr Vorlauf T3 32mm Varian...;Variante mit 32 mm Kühlwasserohr;;;;N90-166-601;;;new;FALSE;;;;;;87089997
L-Stück für Unterdrucksystem am Saugstutzen Rechts T3 MKB CU OE Ref. 021129637F;l-st-ck-f-r-unterdrucksystem-am-saugstutzen-rechts-t3-mkb-cu-oe-ref-021129637f;;JP Classic Line;;;;TRUE;active;102857;5710412433376;;;;;;;6.95;0.0;2.15;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/22/65/a8/102857_01_021129637FnvtXD63XXqzE7.jpg;1;;;FALSE;L-Stück für Unterdrucksystem am Saugstutzen Rechts T3 MKB CU OE Ref...;;;;;100 129 0003;;;new;FALSE;;;;;;87089997
Halter für Tankgeber aus Edelstahl T3 Syncro OE Ref. 251201145B;halter-f-r-tankgeber-aus-edelstahl-t3-syncro-oe-ref-251201145b;;JP Classic Line;;;;TRUE;active;102866;5710412617400;;;;;;;39.95;0.0;23.38;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/29/be/7d/102866_01_251201145B7Pn0LVT8LD8fh.jpg;1;;;FALSE;Halter für Tankgeber aus Edelstahl T3 Syncro OE Ref. 251201145B;;;;;1115653400;;;new;FALSE;;;;;;73181595
Ölwanne für Automatikgetriebe Golf &Co OE Ref. 010321361F;lwanne-f-r-automatikgetriebe-golf-co-oe-ref-010321361f;;Volkswagen Original Teile;;;;TRUE;active;102867;;;;;;;;89.95;0.0;42.06;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/74/a8/5e/102867_01_010321361FZ8GkQrY7YD1FK.jpg;1;;;FALSE;Ölwanne für Automatikgetriebe Golf &Co OE Ref. 010321361F;;;;;00-010321361F;;;new;FALSE;;;;;;87089997
Pulldown Dose für Vergaser T3 1,9L MKB DG OE Ref. 025129220;pulldown-dose-f-r-vergaser-t3-1-9l-mkb-dg-oe-ref-025129220;;JP Classic Line;;;;TRUE;active;102895;5710412612825;;;;;;;42.89;0.0;18.17;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/60/7c/57/102895_01_025129220XK4n9q4fgN2QT.jpg;1;;;FALSE;Pulldown Dose für Vergaser T3 1,9L MKB DG OE Ref. 025129220;;;;;1115151002;;;new;FALSE;;;;;;87089997
Aufnahme für Wagenheber vorne Rechts T3 OE Ref. 251803230;aufnahme-f-r-wagenheber-vorne-rechts-t3-oe-ref-251803230;;JP Classic Line;;;;TRUE;active;102909;;;;;;;;34.95;0.0;15.33;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c8/3e/72/102909_01_251803230.jpg;1;;;FALSE;Aufnahme für Wagenheber vorne Rechts T3 OE Ref. 251803230;;;;;1181700280;;;new;FALSE;;;;;;87082990
Bremssattel, Faustsattel, vorne LINKS, T3 ab Bj.08/85, OE Ref. 251615123D;bremssattel-faustsattel-vorne-links-t3-ab-bj-08-85-oe-ref-251615123d;Ab ca. Bj. 1986 wurde beim T3 von einem Festsattel auf den Faussattel umgestellt. Beim Faussattel gab es 2 Ausführungen, welche sich an den Führungsbolzen Unterscheiden. Hierbei handelt es sich um die GIRLING Ausführung Altteilepfand: Wird auf einen Artikel Pfand erhoben, handelt es sich um ein generalüberholtes Neuteil. Das baugleiche Altteil muss in überholungfähigem Zustand im Original-Karton an uns zurückgesendet werden. Nach Erhalt und Prüfung wird das Pfand inkl. MwSt erstattet.;Bosch;;;;TRUE;active;102914;3165143358603;;;;;;;79.89;0.0;45.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/55/20/78/251615123D.png|https://www.oldtimer-werk.de/media/image/52/g0/17/251615123D-04oUb0lwTcnrriU.png|https://www.oldtimer-werk.de/media/image/2a/aa/35/251615123D-03vJSMSPOJm0AjF.png|https://www.oldtimer-werk.de/media/image/55/23/5c/251615123D-02IzuvPn4eyIfNT.png;1;;;FALSE;Bremssattel, Faustsattel, vorne LINKS, T3 ab Bj.08/85, OE Ref. 2516...;35€ Alteilpfand werden nach Rücksendung des Alteiles erstattet.;;;;0 986 473 668;;;new;FALSE;;;;;;87089997
Bremssattel, Faustsattel, vorne RECHTS, T3 ab Bj.08/85, OE Ref. 251615124D;bremssattel-faustsattel-vorne-rechts-t3-ab-bj-08-85-oe-ref-251615124d;Altteilepfand: Wird auf einen Artikel Pfand erhoben, handelt es sich um ein generalüberholtes Neuteil. Das baugleiche Altteil muss in überholungfähigem Zustand im Original-Karton an uns zurückgesendet werden. Nach Erhalt und Prüfung wird das Pfand inkl. MwSt erstattet.;Bosch;;;;TRUE;active;102915;3165141263947;;;;;;;79.89;0.0;45.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/dd/b5/09/251615123D-04.png|https://www.oldtimer-werk.de/media/image/5d/df/fe/251615123D-03.png|https://www.oldtimer-werk.de/media/image/e4/f5/b6/251615123D-02.png|https://www.oldtimer-werk.de/media/image/2b/5d/a6/251615123D-01.png;1;;;FALSE;Bremssattel, Faustsattel, vorne RECHTS, T3 ab Bj.08/85, OE Ref. 251...;35€ Alteilpfand werden nach Rücksendung des Alteiles erstattet.;;;;0 986 474 668;;;new;FALSE;;;;;;87089997
"Schriftzug ""Turbo Diesel"" für Kühlergrill bis Bj. 08/87, Golf 2 & Co, OE Ref. 191853679B";schriftzug-turbo-diesel-f-r-k-hlergrill-bis-bj-08-87-golf-2-co-oe-ref-191853679b;;Repro;;;;TRUE;active;102923;;;;;;;;24.95;0.0;14.0;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/32/7e/9e/102923_01_191853679B.jpg;1;;;FALSE;"Schriftzug ""Turbo Diesel"" für Kühlergrill bis Bj. 08/87, Golf 2 & C...";;;;;853.191.679 B;;;new;FALSE;;;;;;87089997
Flansch, Thermostat-Gehäuse, Golf, Polo, bis 1,3 L, ab Bj. 08/83 OE Ref. 052121121E;flansch-thermostat-geh-use-golf-polo-bis-1-3-l-ab-bj-08-83-oe-ref-052121121e;;Volkswagen Classic Parts;;;;TRUE;active;102965;;;;;;;;22.49;0.0;12.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/65/45/54/102965_01_052121121E_18NIMyfHZ5KMLK.jpg;1;;;FALSE;Flansch, Thermostat-Gehäuse, Golf, Polo, bis 1,3 L, ab Bj. 08/83 OE...;;;;;110-1520-08Z0001;;;new;FALSE;;;;;;87089997
Keilriemenscheibe Kurbelwelle Golf &Co mit Servolenkung OE Ref. 055105255J;keilriemenscheibe-kurbelwelle-golf-co-mit-servolenkung-oe-ref-055105255j;Für MKB: EW,EX,RE,JH, EWA mit Servo bis >> 15-M-009 000* Passt nicht bei 2H Motor! Dieser hat einen Schwingungsdämpfer.;Volkswagen Classic Parts;;;;TRUE;active;102966;;;;;;;;170.99;180.99;100.58;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/4b/c1/b6/102966_01_055105255J_1NYNDcygImQ5zt.jpg;1;;;FALSE;Keilriemenscheibe Kurbelwelle Golf &Co mit Servolenkung OE Ref. 055...;Für MKB: EW,EX,RE,JH, EWA mit Servo bis >> 15-M-009 000* Passt nicht bei 2H Motor! Dieser hat einen Schwingungsdämpfer.;;;;40-055105255J;;;new;FALSE;;;;;;87089997
Dichtung, Lagerschild zu Getriebegehäuse, 4 & 5 Gang Getriebe, T3 Bus, OE Ref. 091301215A;dichtung-lagerschild-zu-getriebegeh-use-4-5-gang-getriebe-t3-bus-oe-ref-091301215a;;Volkswagen Classic Parts;;;;TRUE;active;102973;;;;;;;;9.35;0.0;5.47;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/29/69/73/102972_01_091301215Adrxve33HPl1oa.jpg;1;;;FALSE;Dichtung, Lagerschild zu Getriebegehäuse, 4 & 5 Gang Getriebe, T3 B...;;;;;40-091301215A;;;new;FALSE;;;;;;87089997
Kontaktgeber am Automatik-Wählhebel, Golf &Co, Passat und T3, OE Ref. 171927145A;kontaktgeber-am-automatik-w-hlhebel-golf-co-passat-und-t3-oe-ref-171927145a;;Volkswagen Classic Parts;;;;TRUE;active;102975;;;;;;;;15.95;0.0;8.3;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/4c/37/9a/102974_01_171927145A.jpg;1;;;FALSE;Kontaktgeber am Automatik-Wählhebel, Golf &Co, Passat und T3, OE Re...;;;;;40-171927145A;;;new;FALSE;;;;;;87089997
Zierstreifen für Tür vorne rechts in satinschwarz Golf 2 OE Ref. 191853516A 6BX;zierstreifen-f-r-t-r-vorne-rechts-in-satinschwarz-golf-2-oe-ref-191853516a-6bx;;Volkswagen Classic Parts;;;;TRUE;active;102992;;;;;;;;7.95;0.0;4.35;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/b7/a5/8b/102992_01_191853516A_6BXen0GcSlfkECKz.jpg;1;;;FALSE;Zierstreifen für Tür vorne rechts in satinschwarz Golf 2 OE Ref. 19...;;;;;40-191853516A 6BX;;;new;FALSE;;;;;;87089997
Dekorfolie schwarz für Außenschweller Links, Golf 2, 4-Türer, OE Ref. 193853385A 6DA;dekorfolie-schwarz-f-r-au-enschweller-links-golf-2-4-t-rer-oe-ref-193853385a-6da;Nur für den 4-Türer, genarbte Oberfläche in schwarz;Volkswagen Classic Parts;;;;TRUE;active;103003;;;;;;;;61.61;0.0;35.88;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/4a/60/4d/103003_01_193853385A_6DArny9eVTGxufLb.jpg;1;;;FALSE;Dekorfolie schwarz für Außenschweller Links, Golf 2, 4-Türer, OE Re...;Nur für den 4-Türer, genarbte Oberfläche in schwarz;;;;00-193853385A 6DA;;;new;FALSE;;;;;;87089997
Dekorfolie ,Satz ,schwarz, Schweller rechts und links, Golf 2, 4-Türer, OE Ref. 193853386A 6DA;dekorfolie-satz-schwarz-schweller-rechts-und-links-golf-2-4-t-rer-oe-ref-193853386a-6da;Nur für den 4-Türer geeignet, Satz mit zwei Stück (rechts und links). Genarbte Oberfläche in schwarz.;WERK34;;;;TRUE;active;103005;;;;;;;;54.95;0.0;32.74;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e3/22/5a/103005_01_193853386A_6DAmveu6dTcOswv6.jpg;1;;;FALSE;Dekorfolie ,Satz ,schwarz, Schweller rechts und links, Golf 2, 4-Tü...;Nur für den 4-Türer geeignet, Satz mit zwei Stück (rechts und links). Genarbte Oberfläche in schwarz.;;;;853.193.385 A;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch von Motor nach Heizungskühler Vorlauf Passat OE Ref. 321819371F;k-hlwasserschlauch-von-motor-nach-heizungsk-hler-vorlauf-passat-oe-ref-321819371f;Angeboten wird ein neuer Kühlwasserschlauch. Montage von Motor nach Heizungskühler im Vorlauf. Passend für Passat. Neuware in Top Zustand.;JP Classic Line;;;;TRUE;active;100732;5710412139155;;;;;;;9.59;0.0;1.42;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e1/0c/5e/100732_01_321819371F_1.jpg;1;;;FALSE;Kühlwasserschlauch von Motor nach Heizungskühler Vorlauf Passat OE ...;Angeboten wird ein neuer Kühlwasserschlauch. Montage von Motor nach Heizungskühler im Vorlauf. Passend für Passat. Neuware in Top Zustand.;;;;1114305300;;;new;FALSE;;;;;;40093100
Anschlagpuffer für Blattfeder hinten Caddy 14D OE Ref. 179511353;anschlagpuffer-f-r-blattfeder-hinten-caddy-14d-oe-ref-179511353;;Volkswagen Original Teile;;;;TRUE;active;103038;;;;;;;;31.95;0.0;16.85;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/6d/49/d8/103038_01_179511353W5ej5Y2xiM9Sa.jpg;1;;;FALSE;Anschlagpuffer für Blattfeder hinten Caddy 14D OE Ref. 179511353;;;;;00-179511353;;;new;FALSE;;;;;;87089997
Schalter, Rückwärtsgang, Golf 2 G60, OE Ref. 02A945413B;schalter-r-ckw-rtsgang-golf-2-g60-oe-ref-02a945413b;;Topran;;;;TRUE;active;103039;4063926003667;;;;;;;11.95;0.0;3.61;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8b/0b/ba/103039_01_02A945413B_1VNjH83BEn2RCc.jpg;1;;;FALSE;Schalter, Rückwärtsgang, Golf 2 G60, OE Ref. 02A945413B;;;;;100 356 756;;;new;FALSE;;;;;;87089997
Reparaturblech für Heckklappe aussen T3 ab Bj. 08/83 OE Ref. 251829105;reparaturblech-f-r-heckklappe-aussen-t3-ab-bj-08-83-oe-ref-251829105;;WERK34;;;;TRUE;active;103062;;;;;;;;98.95;0.0;58.1;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c7/f3/47/103062_01_2518291055cJRFt7Bn7duY.jpg;1;;;FALSE;Reparaturblech für Heckklappe aussen T3 ab Bj. 08/83 OE Ref. 251829105;;;;;829 251 105 RC;;;new;FALSE;;;;;;87089997
Reparaturblech, Tür Unterkante links, 2-Türer, Golf 1 & Cabrio;reparaturblech-t-r-unterkante-links-2-t-rer-golf-1-cabrio;;Klokkerholm;;;;TRUE;active;103078;5714270218298;;;;;;;39.95;0.0;22.8;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/42/1f/7d/103078_01.jpg;1;;;FALSE;Reparaturblech, Tür Unterkante links, 2-Türer, Golf 1 & Cabrio;;;;;9520121;;;new;FALSE;;;;;;87082990
Reparaturblech, Tür Unterkante rechts, 2-Türer, Golf 1 & Cabrio;reparaturblech-t-r-unterkante-rechts-2-t-rer-golf-1-cabrio;;Klokkerholm;;;;TRUE;active;103079;5714270218304;;;;;;;39.95;0.0;22.8;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/5a/71/81/103079_01.jpg;1;;;FALSE;Reparaturblech, Tür Unterkante rechts, 2-Türer, Golf 1 & Cabrio;;;;;185 2062   Z0001;;;new;FALSE;;;;;;87089997
Rückwandblech für Radkasten, zur Aufnahme vom Tank Ausgleichsbehälter, rechts, T3, OE Ref. 251801244;r-ckwandblech-f-r-radkasten-zur-aufnahme-vom-tank-ausgleichsbeh-lter-rechts-t3-oe-ref-251801244;;Repro;;;;TRUE;active;103102;;;;;;;;53.95;0.0;32.03;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/af/ca/5e/103102_01_251801244.jpg;1;;;FALSE;Rückwandblech für Radkasten, zur Aufnahme vom Tank Ausgleichsbehält...;;;;;14992;;;new;FALSE;;;;;;87089997
Reparaturblech, Laufschiene für Schiebetür, rechts unten, T3 OE Ref. 251803622B;reparaturblech-laufschiene-f-r-schiebet-r-rechts-unten-t3-oe-ref-251803622b;Aufnahme für Schiebetürdichtung ist separat zu bestellen. Bestell-Nr- 103104;SSP;;;;TRUE;active;103104;68470;;;;;;;69.95;0.0;42.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/7d/22/2f/103104_01_251803622B.jpg|https://www.oldtimer-werk.de/media/image/09/36/fb/Unbethnannt-1.jpg|https://www.oldtimer-werk.de/media/image/49/41/c3/Unbenafennt-1.jpg|https://www.oldtimer-werk.de/media/image/a0/31/aa/Unbenoijannt-1.jpg|https://www.oldtimer-werk.de/media/image/ff/72/b7/Unbenanknt-1qMuKhQujxexIo.jpg;1;;;FALSE;Reparaturblech, Laufschiene für Schiebetür, rechts unten, T3 OE Ref...;Aufnahme für Aufnahme für Schiebetürdichtung ist seperat zu Bestellen. Bestell-Nr- 103104;;;;100 251 009;;;new;FALSE;;;;;;87089997
Spurstange, verstellbar, Golf 2 &Co mit Servolenkung, OE Ref. 191422804A;spurstange-verstellbar-golf-2-co-mit-servolenkung-oe-ref-191422804a;;MEYLE;;;;TRUE;active;102562;4040074123270;;;;;;;18.79;0.0;7.9;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/4c/15/eb/102562_01_191422804A.jpg;1;;;FALSE;Spurstange, verstellbar, Golf 2 &Co mit Servolenkung, OE Ref. 19142...;;;;;191422804A;;;new;FALSE;;;;;;87089997
Aufnahme für Wagenheber vorne Links T3 OE Ref. 251803229;aufnahme-f-r-wagenheber-vorne-links-t3-oe-ref-251803229;;JP Classic Line;;;;TRUE;active;102908;251-803-229;;;;;;;28.95;0.0;16.65;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e9/3d/f7/102908_01_251803229.jpg;1;;;FALSE;Aufnahme für Wagenheber vorne Links T3 OE Ref. 251803229;;;;;1181700270;;;new;FALSE;;;;;;87082990
Stoßstangenhalter Rechts oder Links Jetta, Golf & Co, Passat 32b, OE Ref. 171807113B;sto-stangenhalter-rechts-oder-links-jetta-golf-co-passat-32b-oe-ref-171807113b;Passendes Zubehör: Sechskantschraube: Bestell-Nr. 101701 U-Scheibe: Bestell-Nr. 101711 Federscheibe: Bestellnummer 102401;Volkswagen Original Teile;;;;TRUE;active;103063;;;;;;;;41.95;0.0;24.7;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/39/16/d3/103063_01_171803193B.jpg;1;;;FALSE;Stoßstangenhalter Rechts oder Links Jetta, Golf & Co, Passat 32b, O...;Passendes Zubehör: Sechkantschraube: Bestell-Nr. 101701 U-Scheibe: Bestell-Nr. 101711 Federscheibe: Bestellnummer 102401;;;;171807113B;;;new;FALSE;;;;;;87089997
Zug Absperrklappen, Heizung, Golf 1 & Co, OE Ref. 171819831F;zug-absperrklappen-heizung-golf-1-co-oe-ref-171819831f;;Volkswagen Original Teile;;;;TRUE;active;103124;;;;;;;;19.5;0.0;11.47;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/20/ca/8d/103124_01_171819831F.jpg;1;;;FALSE;Zug Absperrklappen, Heizung, Golf 1 & Co, OE Ref. 171819831F;;;;;171819831F;;;new;FALSE;;;;;;87089997
Hauptbremszylinder, T3, OE Ref. 251611021C;hauptbremszylinder-t3-oe-ref-251611021c;Passender Bremslichschalter: Bestell-Nummer 100266;Metelli;;;;TRUE;active;103116;4063926504393;;;;;;;56.49;0.0;30.17;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ca/84/e6/103116_01_251611021C.jpg;1;;;FALSE;Hauptbremszylinder, T3, OE Ref. 251611021C;Passender Bremslichschalter: Bestell-Nummer 100266;;;;8032747091791;;;new;FALSE;;;;;;87089997
Entlüfterventil, Kühlwasserschlauchverbindung T3 1,9L Schalter ab Bj. 04/1983, OE Ref. 025121082;entl-fterventil-k-hlwasserschlauchverbindung-t3-1-9l-schalter-ab-bj-04-1983-oe-ref-025121082;;JP Classic Line;;;;TRUE;active;103146;5714267989255;;;;;;;43.95;0.0;23.15;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/9d/b7/91/103146_01_025121082.jpg;1;;;FALSE;Entlüfterventil, Kühlwasserschlauchverbindung T3 1,9L Schalter ab B...;;;;;1114453500;;;new;FALSE;;;;;;39269097
Elring Zylinderkopfschraubensatz M12X1,75 Golf &Co und T3 Diesel Turbodiesel OE Ref. 068103384A;elring-zylinderkopfschraubensatz-m12x1-75-golf-co-und-t3-diesel-turbodiesel-oe-ref-068103384a;Lieferumfang 10 Stück Passend für: Golf &Co und T3 Bus mit 1,6L Diesel und Turbodiesel sowie beim 1,7L Diesel mit MKB: KX T4 Bus mit 2,0L Benziner;Elring;;;;TRUE;active;103151;4041248053997;;;;;;;19.49;0.0;8.2;TRUE;;;;;;shopify;3;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/46/b3/7c/103151_01_068103384A.jpg;1;;;FALSE;Elring Zylinderkopfschraubensatz M12X1,75 Golf &Co und T3 Diesel Tu...;Lieferumfang 10 Stück;;;;819824;;;new;FALSE;;;;;;87089997
Tachowelle Golf 1 &Co ab Bj. 08/1981 und 1,5L Hubraum OE Ref. 533957803;tachowelle-golf-1-co-ab-bj-08-1981-und-1-5l-hubraum-oe-ref-533957803;;Volkswagen Original Teile;;;;TRUE;active;103152;;;;;;;;29.95;0.0;17.62;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e0/40/bf/103152_01_533957803.jpg;1;;;FALSE;Tachowelle Golf 1 &Co ab Bj. 08/1981 und 1,5L Hubraum OE Ref. 53395...;;;;;00-533957803;;;new;FALSE;;;;;;87089997
Abdeckblech für Rohrrahmen, , Rechts hinten, Golf Country, OE Ref. 193199074A;abdeckblech-f-r-rohrrahmen-rechts-hinten-golf-country-oe-ref-193199074a;;Volkswagen Classic Parts;;;;TRUE;active;103163;;;;;;;;167.5;0.0;99.11;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/75/59/8f/103163_01_193199074A.jpg;1;;;FALSE;Abdeckblech für Rohrrahmen, , Rechts hinten, Golf Country, OE Ref. ...;;;;;193199074A;;;new;FALSE;;;;;;87089997
Abdeckblech für Rohrrahmen, Golf Country, links hinten, OE Ref. 193199073A;abdeckblech-f-r-rohrrahmen-golf-country-links-hinten-oe-ref-193199073a;;Volkswagen Classic Parts;;;;TRUE;active;103164;;;;;;;;168.49;0.0;99.11;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0b/4b/9c/103164_01_193199073A.jpg;1;;;FALSE;Abdeckblech für Rohrrahmen, Golf Country, links hinten, OE Ref. 193...;;;;;193199073A;;;new;FALSE;;;;;;87089997
Reparaturblech Scheibenrahmen, Frontblech oben, kleine Ausführung, T3, OE Ref. 251805035;reparaturblech-scheibenrahmen-frontblech-oben-kleine-ausf-hrung-t3-oe-ref-251805035;;Klokkerholm;;;;TRUE;active;103174;5714270219493;;;;;;;89.95;0.0;53.0;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/63/e8/a2/Unbenaljnnnt-1.jpg|https://www.oldtimer-werk.de/media/image/8a/bf/d1/Unljhbenannt-1.jpg|https://www.oldtimer-werk.de/media/image/9c/fe/ec/Unbenanlnt-1U2y5HhpvFmy7m.jpg;1;;;FALSE;Reparaturblech Scheibenrahmen, Frontblech oben, kleine Ausführung, ...;;;;;9557320;;;new;FALSE;;;;;;87082990
